from,to
N07 S23 G S23+ S35,N07 S23 G S23+ S35 G S19
N07 S23 G S24 S35,N07 S23 G S24 S35 G S03
N07 S23 G S25 S35,N07 S23 G S25 S35 G S39
N07 S23 G S26 S31,N07 S23 G S26 S31 G S04
N07 S23 G S27 S31,N07 S23 G S27 S31 G N13
N07 S23 G S28 S21,N07 S23 G S28 S21 G N15
N07 S23 G S29 S31,N07 S23 G S29 S31 G N13
N07 S23 G S30 S31,N07 S23 G S30 S31 G S21
N07 S23 G S31 S28,N07 S23 G S31 S28 G S02
N07 S23 G S32 S28,N07 S23 G S32 S28 G S02
N07 S23 G S33 S29,N07 S23 G S33 S29 G S05
N07 S23 G S34 N27,N07 S23 G S34 N27 G S17
N07 S23 G S35 S36,N07 S23 G S35 S36 G S16
N07 S23 G S36 S21,N07 S23 G S36 S21 G N12
N07 S23 G S37 S21,N07 S23 G S37 S21 G N15
N07 S23 G S38 S36,N07 S23 G S38 S36 G S28
N07 S23 G S39 S36,N07 S23 G S39 S36 G N38
N07 S23 G S40 S29,N07 S23 G S40 S29 G N26
N07 S24 G N01 S36,N07 S24 G N01 S36 G N19
N07 S24 G N02 N03,N07 S24 G N02 N03 G S22
N07 S24 G N03 N27,N07 S24 G N03 N27 G S20
N07 S24 G N04 N12,N07 S24 G N04 N12 G S30
N07 S24 G N05 N27,N07 S24 G N05 N27 G S20
N07 S24 G N06 S35,N07 S24 G N06 S35 G N16
N07 S24 G N08 S14,N07 S24 G N08 S14 G S38
N07 S24 G N09 N13,N07 S24 G N09 N13 G S39
N07 S24 G N10 S35,N07 S24 G N10 S35 G N16
N07 S24 G N11 N33,N07 S24 G N11 N33 G S40
N07 S24 G N12 S36,N07 S24 G N12 S36 G N14
N07 S24 G N13 N27,N07 S24 G N13 N27 G N38
N07 S24 G N14 S11,N07 S24 G N14 S11 G N38
N07 S24 G N15 S11,N07 S24 G N15 S11 G S30
N07 S24 G N16 S13,N07 S24 G N16 S13 G S38
N07 S24 G N17 S13,N07 S24 G N17 S13 G S18
N07 S24 G N18 S40,N07 S24 G N18 S40 G N11
N07 S24 G N19 S39,N07 S24 G N19 S39 G N26
N07 S24 G N20 S31,N07 S24 G N20 S31 G S02
N07 S24 G N21 N37,N07 S24 G N21 N37 G S11
N07 S24 G N22 S28,N07 S24 G N22 S28 G S02
N07 S24 G N23 S30,N07 S24 G N23 S30 G S02
N07 S24 G N24 S12,N07 S24 G N24 S12 G S39
N07 S24 G N25 N12,N07 S24 G N25 N12 G S39
N07 S24 G N26 N31,N07 S24 G N26 N31 G S20
N07 S24 G N27 N14,N07 S24 G N27 N14 G S40
N07 S24 G N28 N30,N07 S24 G N28 N30 G N13
N07 S24 G N29 S36,N07 S24 G N29 S36 G S26
N07 S24 G N30 S28,N07 S24 G N30 S28 G N26
N07 S24 G N31 S29,N07 S24 G N31 S29 G N11
N07 S24 G N32 S29,N07 S24 G N32 S29 G N11
N07 S24 G N33 S13,N07 S24 G N33 S13 G N38
N07 S24 G N34 S35,N07 S24 G N34 S35 G S04
N07 S24 G N35 S18,N07 S24 G N35 S18 G N25
N07 S24 G N36 S29,N07 S24 G N36 S29 G S02
N07 S24 G N37 S29,N07 S24 G N37 S29 G S05
N07 S24 G N38 S31,N07 S24 G N38 S31 G N13
N07 S24 G N39 S31,N07 S24 G N39 S31 G S04
N07 S24 G N40 S33,N07 S24 G N40 S33 G S19
N07 S24 G S01 S05,N07 S24 G S01 S05 G S36
N07 S24 G S02 N33,N07 S24 G S02 N33 G S35
N07 S24 G S03 N33,N07 S24 G S03 N33 G S35
N07 S24 G S04 N33,N07 S24 G S04 N33 G S17
N07 S24 G S05 S35,N07 S24 G S05 S35 G N16
N07 S24 G S06 S20,N07 S24 G S06 S20 G N27
N07 S24 G S07 S35,N07 S24 G S07 S35 G N18
N07 S24 G S08 S35,N07 S24 G S08 S35 G N18
N07 S24 G S09 S35,N07 S24 G S09 S35 G N16
N07 S24 G S10 N33,N07 S24 G S10 N33 G S35
N07 S24 G S11 N31,N07 S24 G S11 N31 G S17
N07 S24 G S12 N33,N07 S24 G S12 N33 G S34
N07 S24 G S13 N33,N07 S24 G S13 N33 G S35
N07 S24 G S14 S11,N07 S24 G S14 S11 G S30
N07 S24 G S15 S13,N07 S24 G S15 S13 G S30
N07 S24 G S16 S03,N07 S24 G S16 S03 G S30
N07 S24 G S17 S13,N07 S24 G S17 S13 G S19
N07 S24 G S18 S22,N07 S24 G S18 S22 G N13
N07 S24 G S19 N35,N07 S24 G S19 N35 G S34
N07 S24 G S20 S36,N07 S24 G S20 S36 G N18
N07 S24 G S21 S35,N07 S24 G S21 S35 G N38
N07 S24 G S22 S36,N07 S24 G S22 S36 G S19
N07 S24 G S23 S36,N07 S24 G S23 S36 G S05
N07 S24 G S24+ S36,N07 S24 G S24+ S36 G S05
N07 S24 G S25 S36,N07 S24 G S25 S36 G S19
N07 S24 G S26 S31,N07 S24 G S26 S31 G S04
N07 S24 G S27 N30,N07 S24 G S27 N30 G N11
N07 S24 G S28 S31,N07 S24 G S28 S31 G N13
N07 S24 G S29 S31,N07 S24 G S29 S31 G N13
N07 S24 G S30 S33,N07 S24 G S30 S33 G N16
N07 S24 G S31 S28,N07 S24 G S31 S28 G S02
N07 S24 G S32 S28,N07 S24 G S32 S28 G S03
N07 S24 G S33 S29,N07 S24 G S33 S29 G S02
N07 S24 G S34 S29,N07 S24 G S34 S29 G S02
N07 S24 G S35 S13,N07 S24 G S35 S13 G N40
N07 S24 G S36 N30,N07 S24 G S36 N30 G S05
N07 S24 G S37 S40,N07 S24 G S37 S40 G N13
N07 S24 G S38 S22,N07 S24 G S38 S22 G N14
N07 S24 G S39 S36,N07 S24 G S39 S36 G N37
N07 S24 G S40 S36,N07 S24 G S40 S36 G N38
N07 S25 G N01 N27,N07 S25 G N01 N27 G N38
N07 S25 G N02 N04,N07 S25 G N02 N04 G N32
N07 S25 G N03 N27,N07 S25 G N03 N27 G S19
N07 S25 G N04 N27,N07 S25 G N04 N27 G S39
N07 S25 G N05 N12,N07 S25 G N05 N12 G S21
N07 S25 G N06 S35,N07 S25 G N06 S35 G S05
N07 S25 G N08 S13,N07 S25 G N08 S13 G N40
N07 S25 G N09 N15,N07 S25 G N09 N15 G S21
N07 S25 G N10 N15,N07 S25 G N10 N15 G S40
N07 S25 G N11 N15,N07 S25 G N11 N15 G S21
N07 S25 G N12 N15,N07 S25 G N12 N15 G S21
N07 S25 G N13 N15,N07 S25 G N13 N15 G S40
N07 S25 G N14 N12,N07 S25 G N14 N12 G S30
N07 S25 G N15 S12,N07 S25 G N15 S12 G S01
N07 S25 G N16 S03,N07 S25 G N16 S03 G S30
N07 S25 G N17 N14,N07 S25 G N17 N14 G S21
N07 S25 G N18 S04,N07 S25 G N18 S04 G S32
N07 S25 G N19 S03,N07 S25 G N19 S03 G S30
N07 S25 G N20 S31,N07 S25 G N20 S31 G S01
N07 S25 G N21 S36,N07 S25 G N21 S36 G N39
N07 S25 G N22 S36,N07 S25 G N22 S36 G S27
N07 S25 G N23 S31,N07 S25 G N23 S31 G S18
N07 S25 G N24 S31,N07 S25 G N24 S31 G S03
N07 S25 G N25 S15,N07 S25 G N25 S15 G S38
N07 S25 G N26 N14,N07 S25 G N26 N14 G S21
N07 S25 G N27 N32,N07 S25 G N27 N32 G N03
N07 S25 G N28 N32,N07 S25 G N28 N32 G N03
N07 S25 G N29 N32,N07 S25 G N29 N32 G N13
N07 S25 G N30 S27,N07 S25 G N30 S27 G S36
N07 S25 G N31 S27,N07 S25 G N31 S27 G S03
N07 S25 G N32 S12,N07 S25 G N32 S12 G S36
N07 S25 G N33 S12,N07 S25 G N33 S12 G S36
N07 S25 G N34 N12,N07 S25 G N34 N12 G S39
N07 S25 G N35 S17,N07 S25 G N35 S17 G N14
N07 S25 G N36 S13,N07 S25 G N36 S13 G S32
N07 S25 G N37 S39,N07 S25 G N37 S39 G N11
N07 S25 G N38 S31,N07 S25 G N38 S31 G N13
N07 S25 G N39 S31,N07 S25 G N39 S31 G S03
N07 S25 G N40 S33,N07 S25 G N40 S33 G S05
N07 S25 G S01 S35,N07 S25 G S01 S35 G N18
N07 S25 G S02 S35,N07 S25 G S02 S35 G N16
N07 S25 G S03 N15,N07 S25 G S03 N15 G S34
N07 S25 G S04 S35,N07 S25 G S04 S35 G N17
N07 S25 G S05 S35,N07 S25 G S05 S35 G N18
N07 S25 G S06 S20,N07 S25 G S06 S20 G N27
N07 S25 G S07 S36,N07 S25 G S07 S36 G N18
N07 S25 G S08 S35,N07 S25 G S08 S35 G S39
N07 S25 G S09 S36,N07 S25 G S09 S36 G S05
N07 S25 G S10 S36,N07 S25 G S10 S36 G S20
N07 S25 G S11 N14,N07 S25 G S11 N14 G S21
N07 S25 G S12 N15,N07 S25 G S12 N15 G S21
N07 S25 G S13 N15,N07 S25 G S13 N15 G S34
N07 S25 G S14 S35,N07 S25 G S14 S35 G S12
N07 S25 G S15 S36,N07 S25 G S15 S36 G N34
N07 S25 G S16 S10,N07 S25 G S16 S10 G S29
N07 S25 G S17 S03,N07 S25 G S17 S03 G S30
N07 S25 G S18 S10,N07 S25 G S18 S10 G S30
N07 S25 G S19 S37,N07 S25 G S19 S37 G N17
N07 S25 G S20 S36,N07 S25 G S20 S36 G N38
N07 S25 G S21 S27,N07 S25 G S21 S27 G S36
N07 S25 G S22 S12,N07 S25 G S22 S12 G S37
N07 S25 G S23 S35,N07 S25 G S23 S35 G N38
N07 S25 G S24 S36,N07 S25 G S24 S36 G N16
N07 S25 G S25+ S36,N07 S25 G S25+ S36 G S39
N07 S25 G S26 N30,N07 S25 G S26 N30 G N03
N07 S25 G S27 N31,N07 S25 G S27 N31 G S35
N07 S25 G S28 N30,N07 S25 G S28 N30 G N26
N07 S25 G S29 N32,N07 S25 G S29 N32 G N13
N07 S25 G S30 S33,N07 S25 G S30 S33 G N16
N07 S25 G S31 S34,N07 S25 G S31 S34 G S04
N07 S25 G S32 S36,N07 S25 G S32 S36 G S12
N07 S25 G S33 S12,N07 S25 G S33 S12 G S05
N07 S25 G S34 S13,N07 S25 G S34 S13 G N40
N07 S25 G S35 S13,N07 S25 G S35 S13 G N40
N07 S25 G S36 N30,N07 S25 G S36 N30 G N13
N07 S25 G S37 S40,N07 S25 G S37 S40 G N13
N07 S25 G S38 N32,N07 S25 G S38 N32 G S01
N07 S25 G S39 S27,N07 S25 G S39 S27 G S37
N07 S25 G S40 S27,N07 S25 G S40 S27 G S36
N07 S26 G N01 N35,N07 S26 G N01 N35 G S09
N07 S26 G N02 N04,N07 S26 G N02 N04 G S33
N07 S26 G N03 N35,N07 S26 G N03 N35 G N30
N07 S26 G N04 N12,N07 S26 G N04 N12 G S30
N07 S26 G N05 N12,N07 S26 G N05 N12 G S39
N07 S26 G N06 S35,N07 S26 G N06 S35 G S05
N07 S26 G N08 S14,N07 S26 G N08 S14 G S39
N07 S26 G N09 S33,N07 S26 G N09 S33 G S05
N07 S26 G N10 N15,N07 S26 G N10 N15 G S35
N07 S26 G N11 N15,N07 S26 G N11 N15 G S21
N07 S26 G N12 N15,N07 S26 G N12 N15 G S21
N07 S26 G N13 N35,N07 S26 G N13 N35 G S09
N07 S26 G N14 S11,N07 S26 G N14 S11 G N35
N07 S26 G N15 N14,N07 S26 G N15 N14 G S30
N07 S26 G N16 S11,N07 S26 G N16 S11 G S30
N07 S26 G N17 N14,N07 S26 G N17 N14 G S39
N07 S26 G N18 N14,N07 S26 G N18 N14 G S20
N07 S26 G N19 N14,N07 S26 G N19 N14 G S09
N07 S26 G N20 N14,N07 S26 G N20 N14 G S20
N07 S26 G N21 S34,N07 S26 G N21 S34 G N16
N07 S26 G N22 S28,N07 S26 G N22 S28 G S36
N07 S26 G N23 S30,N07 S26 G N23 S30 G S03
N07 S26 G N24 S31,N07 S26 G N24 S31 G S04
N07 S26 G N25 S31,N07 S26 G N25 S31 G S03
N07 S26 G N26 N14,N07 S26 G N26 N14 G S21
N07 S26 G N27 N14,N07 S26 G N27 N14 G S06
N07 S26 G N28 N15,N07 S26 G N28 N15 G S21
N07 S26 G N29 N15,N07 S26 G N29 N15 G S24
N07 S26 G N30 S24,N07 S26 G N30 S24 G N16
N07 S26 G N31 S28,N07 S26 G N31 S28 G N27
N07 S26 G N32 S28,N07 S26 G N32 S28 G N11
N07 S26 G N33 S28,N07 S26 G N33 S28 G S03
N07 S26 G N34 N14,N07 S26 G N34 N14 G S21
N07 S26 G N35 N14,N07 S26 G N35 N14 G S39
N07 S26 G N36 N14,N07 S26 G N36 N14 G S06
N07 S26 G N37 N14,N07 S26 G N37 N14 G S40
N07 S26 G N38 N14,N07 S26 G N38 N14 G S22
N07 S26 G N39 S33,N07 S26 G N39 S33 G S05
N07 S26 G N40 S33,N07 S26 G N40 S33 G S19
N07 S26 G S01 S19,N07 S26 G S01 S19 G N26
N07 S26 G S02 S35,N07 S26 G S02 S35 G N18
N07 S26 G S03 S35,N07 S26 G S03 S35 G N18
N07 S26 G S04 N35,N07 S26 G S04 N35 G S36
N07 S26 G S05 N35,N07 S26 G S05 N35 G S09
N07 S26 G S06 S20,N07 S26 G S06 S20 G N29
N07 S26 G S07 S20,N07 S26 G S07 S20 G N27
N07 S26 G S08 S36,N07 S26 G S08 S36 G S40
N07 S26 G S09 S36,N07 S26 G S09 S36 G S19
N07 S26 G S10 S36,N07 S26 G S10 S36 G N16
N07 S26 G S11 N14,N07 S26 G S11 N14 G S34
N07 S26 G S12 S35,N07 S26 G S12 S35 G N16
N07 S26 G S13 S35,N07 S26 G S13 S35 G N16
N07 S26 G S14 S35,N07 S26 G S14 S35 G N33
N07 S26 G S15 S11,N07 S26 G S15 S11 G N38
N07 S26 G S16 S11,N07 S26 G S16 S11 G S30
N07 S26 G S17 S13,N07 S26 G S17 S13 G S32
N07 S26 G S18 N14,N07 S26 G S18 N14 G S21
N07 S26 G S19 S11,N07 S26 G S19 S11 G S24
N07 S26 G S20 S24,N07 S26 G S20 S24 G N16
N07 S26 G S21 S28,N07 S26 G S21 S28 G S36
N07 S26 G S22 S28,N07 S26 G S22 S28 G S36
N07 S26 G S23 N28,N07 S26 G S23 N28 G S31
N07 S26 G S24 N30,N07 S26 G S24 N30 G N13
N07 S26 G S25 S35,N07 S26 G S25 S35 G S20
N07 S26 G S26+ S11,N07 S26 G S26+ S11 G N38
N07 S26 G S27 N15,N07 S26 G S27 N15 G S34
N07 S26 G S28 N33,N07 S26 G S28 N33 G S37
N07 S26 G S29 N33,N07 S26 G S29 N33 G S35
N07 S26 G S30 S33,N07 S26 G S30 S33 G N16
N07 S26 G S31 S28,N07 S26 G S31 S28 G S36
N07 S26 G S32 S28,N07 S26 G S32 S28 G N27
N07 S26 G S33 S28,N07 S26 G S33 S28 G S10
N07 S26 G S34 S33,N07 S26 G S34 S33 G N13
N07 S26 G S35 S14,N07 S26 G S35 S14 G S09
N07 S26 G S36 S14,N07 S26 G S36 S14 G S07
N07 S26 G S37 N14,N07 S26 G S37 N14 G S21
N07 S26 G S38 N14,N07 S26 G S38 N14 G S24
N07 S26 G S39 S24,N07 S26 G S39 S24 G N16
N07 S26 G S40 S24,N07 S26 G S40 S24 G N16
N07 S27 G N01 N36,N07 S27 G N01 N36 G N28
N07 S27 G N02 N17,N07 S27 G N02 N17 G S22
N07 S27 G N03 N17,N07 S27 G N03 N17 G S25
N07 S27 G N04 N17,N07 S27 G N04 N17 G S25
N07 S27 G N05 N18,N07 S27 G N05 N18 G S25
N07 S27 G N06 N34,N07 S27 G N06 N34 G N18
N07 S27 G N08 N15,N07 S27 G N08 N15 G S21
N07 S27 G N09 S33,N07 S27 G N09 S33 G S19
N07 S27 G N10 N15,N07 S27 G N10 N15 G S23
N07 S27 G N11 N15,N07 S27 G N11 N15 G S21
N07 S27 G N12 N15,N07 S27 G N12 N15 G S21
N07 S27 G N13 N17,N07 S27 G N13 N17 G S25
N07 S27 G N14 N15,N07 S27 G N14 N15 G S34
N07 S27 G N15 N14,N07 S27 G N15 N14 G S15
N07 S27 G N16 N17,N07 S27 G N16 N17 G S25
N07 S27 G N17 N14,N07 S27 G N17 N14 G S21
N07 S27 G N18 N14,N07 S27 G N18 N14 G S32
N07 S27 G N19 N14,N07 S27 G N19 N14 G S19
N07 S27 G N20 N14,N07 S27 G N20 N14 G S08
N07 S27 G N21 N34,N07 S27 G N21 N34 G S10
N07 S27 G N22 S34,N07 S27 G N22 S34 G N16
N07 S27 G N23 S32,N07 S27 G N23 S32 G S03
N07 S27 G N24 S33,N07 S27 G N24 S33 G S05
N07 S27 G N25 S14,N07 S27 G N25 S14 G S10
N07 S27 G N26 S15,N07 S27 G N26 S15 G S19
N07 S27 G N27 S35,N07 S27 G N27 S35 G N16
N07 S27 G N28 N15,N07 S27 G N28 N15 G S21
N07 S27 G N29 N34,N07 S27 G N29 N34 G N18
N07 S27 G N30 N34,N07 S27 G N30 N34 G N18
N07 S27 G N31 N34,N07 S27 G N31 N34 G N18
N07 S27 G N32 N31,N07 S27 G N32 N31 G S33
N07 S27 G N33 N31,N07 S27 G N33 N31 G S14
N07 S27 G N34 N14,N07 S27 G N34 N14 G S31
N07 S27 G N35 N14,N07 S27 G N35 N14 G S32
N07 S27 G N36 N15,N07 S27 G N36 N15 G S21
N07 S27 G N37 N15,N07 S27 G N37 N15 G S34
N07 S27 G N38 N31,N07 S27 G N38 N31 G S17
N07 S27 G N39 N15,N07 S27 G N39 N15 G S21
N07 S27 G N40 S35,N07 S27 G N40 S35 G S20
N07 S27 G S01 S19,N07 S27 G S01 S19 G S34
N07 S27 G S02 N14,N07 S27 G S02 N14 G S39
N07 S27 G S03 S35,N07 S27 G S03 S35 G N18
N07 S27 G S04 N36,N07 S27 G S04 N36 G S38
N07 S27 G S05 S19,N07 S27 G S05 S19 G S34
N07 S27 G S06 S39,N07 S27 G S06 S39 G S35
N07 S27 G S07 S20,N07 S27 G S07 S20 G N26
N07 S27 G S08 S40,N07 S27 G S08 S40 G N11
N07 S27 G S09 S36,N07 S27 G S09 S36 G S40
N07 S27 G S10 S36,N07 S27 G S10 S36 G S39
N07 S27 G S11 N15,N07 S27 G S11 N15 G S23
N07 S27 G S12 N15,N07 S27 G S12 N15 G S34
N07 S27 G S13 N15,N07 S27 G S13 N15 G S34
N07 S27 G S14 N34,N07 S27 G S14 N34 G N18
N07 S27 G S15 S36,N07 S27 G S15 S36 G N36
N07 S27 G S16 S17,N07 S27 G S16 S17 G N33
N07 S27 G S17 S14,N07 S27 G S17 S14 G S10
N07 S27 G S18 S03,N07 S27 G S18 S03 G S33
N07 S27 G S19 S03,N07 S27 G S19 S03 G S32
N07 S27 G S20 S10,N07 S27 G S20 S10 G S29
N07 S27 G S21 S25,N07 S27 G S21 S25 G N17
N07 S27 G S22 S25,N07 S27 G S22 S25 G N35
N07 S27 G S23 N30,N07 S27 G S23 N30 G S15
N07 S27 G S24 N30,N07 S27 G S24 N30 G N16
N07 S27 G S25 N14,N07 S27 G S25 N14 G S32
N07 S27 G S26 N14,N07 S27 G S26 N14 G S21
N07 S27 G S27+ N36,N07 S27 G S27+ N36 G S09
N07 S27 G S28 N15,N07 S27 G S28 N15 G S32
N07 S27 G S29 S15,N07 S27 G S29 S15 G S40
N07 S27 G S30 N34,N07 S27 G S30 N34 G N18
N07 S27 G S31 S35,N07 S27 G S31 S35 G N16
N07 S27 G S32 S36,N07 S27 G S32 S36 G N34
N07 S27 G S33 S36,N07 S27 G S33 S36 G N36
N07 S27 G S34 S33,N07 S27 G S34 S33 G S04
N07 S27 G S35 S14,N07 S27 G S35 S14 G S05
N07 S27 G S36 S14,N07 S27 G S36 S14 G S05
N07 S27 G S37 S14,N07 S27 G S37 S14 G S10
N07 S27 G S38 N14,N07 S27 G S38 N14 G S32
N07 S27 G S39 N34,N07 S27 G S39 N34 G S10
N07 S27 G S40 N34,N07 S27 G S40 N34 G S10
N07 S28 G N01 N37,N07 S28 G N01 N37 G S24
N07 S28 G N02 N17,N07 S28 G N02 N17 G S23
N07 S28 G N03 N37,N07 S28 G N03 N37 G S24
N07 S28 G N04 N37,N07 S28 G N04 N37 G S24
N07 S28 G N05 N03,N07 S28 G N05 N03 G S31
N07 S28 G N06 S16,N07 S28 G N06 S16 G S32
N07 S28 G N08 N35,N07 S28 G N08 N35 G S08
N07 S28 G N09 S33,N07 S28 G N09 S33 G S19
N07 S28 G N10 N15,N07 S28 G N10 N15 G S34
N07 S28 G N11 N15,N07 S28 G N11 N15 G S34
N07 S28 G N12 N15,N07 S28 G N12 N15 G S21
N07 S28 G N13 N17,N07 S28 G N13 N17 G S24
N07 S28 G N14 N35,N07 S28 G N14 N35 G S09
N07 S28 G N15 N37,N07 S28 G N15 N37 G S25
N07 S28 G N16 N17,N07 S28 G N16 N17 G S36
N07 S28 G N17 N14,N07 S28 G N17 N14 G S30
N07 S28 G N18 N14,N07 S28 G N18 N14 G S32
N07 S28 G N19 N14,N07 S28 G N19 N14 G N37
N07 S28 G N20 S14,N07 S28 G N20 S14 G S02
N07 S28 G N21 S24,N07 S28 G N21 S24 G N16
N07 S28 G N22 S36,N07 S28 G N22 S36 G N35
N07 S28 G N23 S30,N07 S28 G N23 S30 G S13
N07 S28 G N24 S33,N07 S28 G N24 S33 G S05
N07 S28 G N25 S33,N07 S28 G N25 S33 G N16
N07 S28 G N26 S14,N07 S28 G N26 S14 G N14
N07 S28 G N27 S33,N07 S28 G N27 S33 G N16
N07 S28 G N28 N15,N07 S28 G N28 N15 G S32
N07 S28 G N29 N15,N07 S28 G N29 N15 G S22
N07 S28 G N30 N35,N07 S28 G N30 N35 G S23
N07 S28 G N31 N35,N07 S28 G N31 N35 G S08
N07 S28 G N32 S26,N07 S28 G N32 S26 G N18
N07 S28 G N33 N35,N07 S28 G N33 N35 G S24
N07 S28 G N34 N33,N07 S28 G N34 N33 G S30
N07 S28 G N35 N14,N07 S28 G N35 N14 G S30
N07 S28 G N36 S14,N07 S28 G N36 S14 G N15
N07 S28 G N37 N15,N07 S28 G N37 N15 G S32
N07 S28 G N38 N15,N07 S28 G N38 N15 G S34
N07 S28 G N39 N35,N07 S28 G N39 N35 G S40
N07 S28 G N40 N35,N07 S28 G N40 N35 G S07
N07 S28 G S01 S39,N07 S28 G S01 S39 G N11
N07 S28 G S02 S19,N07 S28 G S02 S19 G N26
N07 S28 G S03 N37,N07 S28 G S03 N37 G S24
N07 S28 G S04 N37,N07 S28 G S04 N37 G S36
N07 S28 G S05 N37,N07 S28 G S05 N37 G N26
N07 S28 G S06 S26,N07 S28 G S06 S26 G S03
N07 S28 G S07 S20,N07 S28 G S07 S20 G N26
N07 S28 G S08 S40,N07 S28 G S08 S40 G N11
N07 S28 G S09 N30,N07 S28 G S09 N30 G N16
N07 S28 G S10 S18,N07 S28 G S10 S18 G N26
N07 S28 G S11 N35,N07 S28 G S11 N35 G S40
N07 S28 G S12 N35,N07 S28 G S12 N35 G S40
N07 S28 G S13 N37,N07 S28 G S13 N37 G S24
N07 S28 G S14 S35,N07 S28 G S14 S35 G N37
N07 S28 G S15 N37,N07 S28 G S15 N37 G S24
N07 S28 G S16 N37,N07 S28 G S16 N37 G N26
N07 S28 G S17 S14,N07 S28 G S17 S14 G S26
N07 S28 G S18 S14,N07 S28 G S18 S14 G S05
N07 S28 G S19 N37,N07 S28 G S19 N37 G S37
N07 S28 G S20 S14,N07 S28 G S20 S14 G S11
N07 S28 G S21 S24,N07 S28 G S21 S24 G N16
N07 S28 G S22 S24,N07 S28 G S22 S24 G N37
N07 S28 G S23 S22,N07 S28 G S23 S22 G N16
N07 S28 G S24 N31,N07 S28 G S24 N31 G S33
N07 S28 G S25 N32,N07 S28 G S25 N32 G N03
N07 S28 G S26 N33,N07 S28 G S26 N33 G S38
N07 S28 G S27 N14,N07 S28 G S27 N14 G S21
N07 S28 G S28+ N37,N07 S28 G S28+ N37 G S25
N07 S28 G S29 N15,N07 S28 G S29 N15 G S21
N07 S28 G S30 N35,N07 S28 G S30 N35 G S21
N07 S28 G S31 S35,N07 S28 G S31 S35 G N16
N07 S28 G S32 S36,N07 S28 G S32 S36 G N33
N07 S28 G S33 S36,N07 S28 G S33 S36 G N35
N07 S28 G S34 S33,N07 S28 G S34 S33 G N15
N07 S28 G S35 S14,N07 S28 G S35 S14 G S05
N07 S28 G S36 S14,N07 S28 G S36 S14 G S01
N07 S28 G S37 S33,N07 S28 G S37 S33 G S04
N07 S28 G S38 S33,N07 S28 G S38 S33 G S03
N07 S28 G S39 N15,N07 S28 G S39 N15 G S23
N07 S28 G S40 N34,N07 S28 G S40 N34 G N04
N07 S29 G N01 N36,N07 S29 G N01 N36 G S13
N07 S29 G N02 N17,N07 S29 G N02 N17 G S24
N07 S29 G N03 N17,N07 S29 G N03 N17 G S22
N07 S29 G N04 N17,N07 S29 G N04 N17 G S23
N07 S29 G N05 N18,N07 S29 G N05 N18 G S31
N07 S29 G N06 S35,N07 S29 G N06 S35 G S06
N07 S29 G N08 S31,N07 S29 G N08 S31 G S04
N07 S29 G N09 S31,N07 S29 G N09 S31 G S04
N07 S29 G N10 S33,N07 S29 G N10 S33 G N38
N07 S29 G N11 S35,N07 S29 G N11 S35 G N16
N07 S29 G N12 S35,N07 S29 G N12 S35 G N18
N07 S29 G N13 N36,N07 S29 G N13 N36 G S02
N07 S29 G N14 N36,N07 S29 G N14 N36 G S08
N07 S29 G N15 N36,N07 S29 G N15 N36 G S13
N07 S29 G N16 N17,N07 S29 G N16 N17 G S23
N07 S29 G N17 N14,N07 S29 G N17 N14 G S15
N07 S29 G N18 N16,N07 S29 G N18 N16 G S31
N07 S29 G N19 N16,N07 S29 G N19 N16 G S35
N07 S29 G N20 N14,N07 S29 G N20 N14 G S20
N07 S29 G N21 N36,N07 S29 G N21 N36 G S08
N07 S29 G N22 N27,N07 S29 G N22 N27 G S31
N07 S29 G N23 S31,N07 S29 G N23 S31 G S40
N07 S29 G N24 S31,N07 S29 G N24 S31 G S04
N07 S29 G N25 S31,N07 S29 G N25 S31 G S04
N07 S29 G N26 S33,N07 S29 G N26 S33 G S04
N07 S29 G N27 S35,N07 S29 G N27 S35 G S20
N07 S29 G N28 S16,N07 S29 G N28 S16 G N24
N07 S29 G N29 S35,N07 S29 G N29 S35 G S05
N07 S29 G N30 S35,N07 S29 G N30 S35 G N18
N07 S29 G N31 N36,N07 S29 G N31 N36 G S22
N07 S29 G N32 N36,N07 S29 G N32 N36 G S23
N07 S29 G N33 N36,N07 S29 G N33 N36 G S13
N07 S29 G N34 S31,N07 S29 G N34 S31 G N13
N07 S29 G N35 S31,N07 S29 G N35 S31 G S04
N07 S29 G N36 N15,N07 S29 G N36 N15 G S31
N07 S29 G N37 N15,N07 S29 G N37 N15 G S34
N07 S29 G N38 N17,N07 S29 G N38 N17 G S31
N07 S29 G N39 N17,N07 S29 G N39 N17 G S24
N07 S29 G N40 S35,N07 S29 G N40 S35 G S20
N07 S29 G S01 S39,N07 S29 G S01 S39 G N26
N07 S29 G S02 S38,N07 S29 G S02 S38 G N13
N07 S29 G S03 S18,N07 S29 G S03 S18 G S34
N07 S29 G S04 S37,N07 S29 G S04 S37 G N17
N07 S29 G S05 S19,N07 S29 G S05 S19 G S34
N07 S29 G S06 S21,N07 S29 G S06 S21 G N14
N07 S29 G S07 S21,N07 S29 G S07 S21 G N13
N07 S29 G S08 S40,N07 S29 G S08 S40 G N11
N07 S29 G S09 S22,N07 S29 G S09 S22 G N13
N07 S29 G S10 S35,N07 S29 G S10 S35 G S20
N07 S29 G S11 S35,N07 S29 G S11 S35 G N16
N07 S29 G S12 S35,N07 S29 G S12 S35 G N16
N07 S29 G S13 S36,N07 S29 G S13 S36 G N18
N07 S29 G S14 S35,N07 S29 G S14 S35 G N16
